symbol,status,display_label,signal,previous_signal,signal_date,sector,industry,trend,momentum,optionable,reason
KBR,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Industrials,Engineering & Construction,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KC,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Technology,Software - Application,,,,Previously inactive symbol is absent
KCHV,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
KD,UNCHANGED,UNCHANGED,,SELL,"Aug 10, 2026",Technology,Information Technology Services,,,,Previously inactive symbol is absent
KDP,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 09, 2026",Staples,Beverages - Non-Alcoholic,NEUTRAL,MOVING UP,,No active BUY transition
KE,UNCHANGED,UNCHANGED,,,,Industrials,Electrical Equipment & Parts,UPTREND,,,No active BUY transition
KELYA,UNCHANGED,UNCHANGED,,,,Industrials,Staffing & Employment Services,,,,Previously inactive symbol is absent
KEP,UNCHANGED,UNCHANGED,,SELL,"Aug 14, 2026",Utilities,Utilities - Regulated Electric,,,,Previously inactive symbol is absent
KEQU,UNCHANGED,UNCHANGED,,,,Discretionary,Furnishings Fixtures & Appliances,DOWNTREND,,,No active BUY transition
KEX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Industrials,Marine Shipping,NEUTRAL,MOVING UP,,No active BUY transition
KEY,UNCHANGED,UNCHANGED,,SELL,"Jul 23, 2026",Financials,Banks - Regional,,,,Previously inactive symbol is absent
KEYS,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Technology,Scientific & Technical Instruments,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KF,UNCHANGED,UNCHANGED,,,,Financials,Closed-End Fund - Foreign,NEUTRAL,,,No active BUY transition
KFII,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
KFRC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Industrials,Staffing & Employment Services,UPTREND,MOVING DOWN,,No active BUY transition
KFY,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Industrials,Staffing & Employment Services,UPTREND,MOVING DOWN,,No active BUY transition
KGC,LEADER,🚀 LEADER,BUY,BUY,"Aug 07, 2026",Materials,Gold,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KGS,UNCHANGED,UNCHANGED,,,,Energy,Oil & Gas Equipment & Services,NEUTRAL,,,No active BUY transition
KHC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 24, 2026",Staples,Packaged Foods,NEUTRAL,MOVING DOWN,,No active BUY transition
KIDS,UNCHANGED,UNCHANGED,,,,Health Care,Medical Devices,,,,Previously inactive symbol is absent
KIM,UNCHANGED,UNCHANGED,,SELL,"Aug 03, 2026",Real Estate,REIT - Retail,,,,Previously inactive symbol is absent
KINS,UNCHANGED,UNCHANGED,,,,Financials,Insurance - Property & Casualty,,,,Previously inactive symbol is absent
KIO,UNCHANGED,UNCHANGED,,,,Financials,Closed-End Fund - Debt,,,,Previously inactive symbol is absent
KKR,LEADER,🚀 LEADER,BUY,BUY,"Jul 29, 2026",Financials,Asset Management,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KLAC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 02, 2026",Technology,Semiconductor Equipment & Materials,DOWNTREND,MOVING UP,,No active BUY transition
KLIC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Technology,Semiconductor Equipment & Materials,DOWNTREND,MOVING UP,,No active BUY transition
KMB,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Staples,Household & Personal Products,UPTREND,MOVING DOWN,,No active BUY transition
KMI,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 28, 2026",Energy,Oil & Gas Midstream,NEUTRAL,MOVING UP,,No active BUY transition
KMPR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Financials,Insurance - Property & Casualty,DOWNTREND,MOVING DOWN,,No active BUY transition
KMT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Industrials,Tools & Accessories,DOWNTREND,MOVING DOWN,,No active BUY transition
KMTS,UNCHANGED,UNCHANGED,,,,Health Care,Medical Instruments & Supplies,UPTREND,,,No active BUY transition
KMX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 27, 2026",Discretionary,Auto & Truck Dealerships,UPTREND,MOVING DOWN,,No active BUY transition
KN,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Technology,Electronic Components,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KNF,UNCHANGED,UNCHANGED,,,,Materials,Building Materials,DOWNTREND,,,No active BUY transition
KNSA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 06, 2026",Health Care,Drug Manufacturers - Specialty & Generic,UPTREND,MOVING DOWN,,No active BUY transition
KNSL,LEADER,🚀 LEADER,BUY,BUY,"Jul 29, 2026",Financials,Insurance - Property & Casualty,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KNTK,LEADER,🚀 LEADER,BUY,BUY,"Aug 12, 2026",Energy,Oil & Gas Midstream,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KNX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 24, 2026",Industrials,Trucking,NEUTRAL,MOVING UP,,No active BUY transition
KO,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Staples,Beverages - Non-Alcoholic,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KOD,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Aug 06, 2026",Health Care,Biotechnology,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
KOF,LEADER,🚀 LEADER,BUY,BUY,"Jul 29, 2026",Staples,Beverages - Non-Alcoholic,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KOP,UNCHANGED,UNCHANGED,,,,Materials,Specialty Chemicals,NEUTRAL,,,No active BUY transition
KOYN,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
KRG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Real Estate,REIT - Retail,DOWNTREND,MOVING DOWN,,No active BUY transition
KRMN,UNCHANGED,UNCHANGED,,,,Industrials,Aerospace & Defense,UPTREND,,,No active BUY transition
KRNT,REMOVED,❌ REMOVED,,BUY,"Aug 05, 2026",Industrials,Specialty Industrial Machinery,,,,Prior BUY is missing or no longer rated BUY
KROS,REMOVED,❌ REMOVED,,BUY,"Aug 13, 2026",Health Care,Biotechnology,,,,Prior BUY is missing or no longer rated BUY
KRP,REMOVED,❌ REMOVED,,BUY,"Aug 12, 2026",Energy,Oil & Gas E&P,,,,Prior BUY is missing or no longer rated BUY
KRRO,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,,,,Previously inactive symbol is absent
KRT,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Aug 11, 2026",Discretionary,Packaging & Containers,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
KRUS,LEADER,🚀 LEADER,BUY,BUY,"Aug 13, 2026",Discretionary,Restaurants,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KRYS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Health Care,Biotechnology,DOWNTREND,MOVING UP,,No active BUY transition
KSS,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Discretionary,Department Stores,,,,Previously inactive symbol is absent
KT,REMOVED,❌ REMOVED,,BUY,"Jul 27, 2026",Communication,Telecom Services,,,,Prior BUY is missing or no longer rated BUY
KTB,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Discretionary,Apparel Manufacturing,NEUTRAL,MOVING UP,,No active BUY transition
KTOS,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Industrials,Aerospace & Defense,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KURA,UNCHANGED,UNCHANGED,,SELL,"Jul 15, 2026",Health Care,Biotechnology,,,,Previously inactive symbol is absent
KVAC,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
KVUE,UNCHANGED,UNCHANGED,,,,Staples,Household & Personal Products,,,,Previously inactive symbol is absent
KVYO,UNCHANGED,UNCHANGED,,,,Technology,Software - Application,,,,Previously inactive symbol is absent
KWR,LEADER,🚀 LEADER,BUY,BUY,"Jul 31, 2026",Materials,Specialty Chemicals,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KYMR,LEADER,🚀 LEADER,BUY,BUY,"Aug 13, 2026",Health Care,Biotechnology,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
KYN,UNCHANGED,UNCHANGED,,SELL,"Jul 31, 2026",Financials,Closed-End Fund - Equity,,,,Previously inactive symbol is absent
L,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Financials,Insurance - Property & Casualty,DOWNTREND,MOVING DOWN,,No active BUY transition
LAD,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 14, 2026",Discretionary,Auto & Truck Dealerships,UPTREND,MOVING DOWN,,No active BUY transition
LADR,REMOVED,❌ REMOVED,,BUY,"Aug 14, 2026",Real Estate,REIT - Mortgage,,,,Prior BUY is missing or no longer rated BUY
LAKE,REMOVED,❌ REMOVED,,BUY,"Aug 05, 2026",Discretionary,Apparel Manufacturing,,,,Prior BUY is missing or no longer rated BUY
LAMR,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 27, 2026",Real Estate,REIT - Specialty,DOWNTREND,MOVING DOWN,,No active BUY transition
LARK,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
LASR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 10, 2026",Technology,Semiconductors,DOWNTREND,MOVING DOWN,,No active BUY transition
LAUR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Staples,Education & Training Services,NEUTRAL,MOVING DOWN,,No active BUY transition
LAZ,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Financials,Capital Markets,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LB,UNCHANGED,UNCHANGED,,,,Energy,Oil & Gas Equipment & Services,UPTREND,,,No active BUY transition
LBRDA,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Communication,Telecom Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LBRDK,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Communication,Telecom Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LBRX,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,UPTREND,,,No active BUY transition
LBTYB,REMOVED,❌ REMOVED,,BUY,"Aug 11, 2026",Communication,Cable & Other Pay Television Services,,,,Prior BUY is missing or no longer rated BUY
LCCC,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
LCII,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Discretionary,Recreational Vehicles,UPTREND,MOVING DOWN,,No active BUY transition
LCNB,UNCHANGED,UNCHANGED,,SELL,"Aug 07, 2026",Financials,Banks - Regional,,,,Previously inactive symbol is absent
LDOS,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Technology,Information Technology Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LDP,UNCHANGED,UNCHANGED,,SELL,"Jul 20, 2026",Financials,Closed-End Fund - Debt,,,,Previously inactive symbol is absent
LE,UNCHANGED,UNCHANGED,,SELL,"Aug 14, 2026",Discretionary,Apparel Retail,,,,Previously inactive symbol is absent
LEA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Discretionary,Auto Parts,DOWNTREND,MOVING DOWN,,No active BUY transition
LECO,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Industrials,Tools & Accessories,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LEGH,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Discretionary,Residential Construction,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LEN,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 10, 2026",Discretionary,Residential Construction,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
LEN/B,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Discretionary,Homebuilding,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LEU,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Energy,Uranium,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LEVI,UNCHANGED,UNCHANGED,,SELL,"Aug 03, 2026",Discretionary,Apparel Manufacturing,,,,Previously inactive symbol is absent
LFST,REMOVED,❌ REMOVED,,BUY,"Aug 11, 2026",Health Care,Medical Care Facilities,,,,Prior BUY is missing or no longer rated BUY
LFUS,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Technology,Electronic Components,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LGCY,UNCHANGED,UNCHANGED,,,,Staples,Education & Training Services,,,,Previously inactive symbol is absent
LGI,REMOVED,❌ REMOVED,,BUY,"Aug 10, 2026",Financials,Closed-End Fund - Foreign,,,,Prior BUY is missing or no longer rated BUY
LGIH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Discretionary,Residential Construction,UPTREND,MOVING UP,,No active BUY transition
LGN,UNCHANGED,UNCHANGED,,,,Industrials,Engineering & Construction,DOWNTREND,,,No active BUY transition
LGND,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 10, 2026",Health Care,Biotechnology,NEUTRAL,MOVING UP,,No active BUY transition
LH,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Health Care,Diagnostics & Research,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LHX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 31, 2026",Industrials,Aerospace & Defense,DOWNTREND,MOVING UP,,No active BUY transition
LI,UNCHANGED,UNCHANGED,,SELL,"Aug 07, 2026",Discretionary,Auto Manufacturers,,,,Previously inactive symbol is absent
LIF,UNCHANGED,UNCHANGED,,,,Technology,Software - Application,DOWNTREND,,,No active BUY transition
LII,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 13, 2026",Industrials,Building Products & Equipment,DOWNTREND,MOVING DOWN,,No active BUY transition
LIN,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 15, 2026",Materials,Specialty Chemicals,DOWNTREND,MOVING DOWN,,No active BUY transition
LINC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Staples,Education & Training Services,DOWNTREND,MOVING DOWN,,No active BUY transition
LIND,LEADER,🚀 LEADER,BUY,BUY,"Jul 29, 2026",Discretionary,Travel Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LINE,UNCHANGED,UNCHANGED,,,,Real Estate,REIT - Industrial,DOWNTREND,,,No active BUY transition
LITE,LEADER,🚀 LEADER,BUY,BUY,"Aug 07, 2026",Technology,Communication Equipment,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LIVN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Health Care,Medical Devices,UPTREND,MOVING UP,,No active BUY transition
LKFN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
LKFT,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 15, 2026",Health Care,Biotechnology,DOWNTREND,MOVING UP,,No active BUY transition
LKQ,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 31, 2026",Discretionary,Auto Parts,DOWNTREND,MOVING UP,,No active BUY transition
LLY,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Health Care,Drug Manufacturers - General,UPTREND,MOVING DOWN,,No active BUY transition
LMAT,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 24, 2026",Health Care,Medical Instruments & Supplies,DOWNTREND,MOVING DOWN,,No active BUY transition
LMND,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Financials,Insurance - Property & Casualty,DOWNTREND,MOVING DOWN,,No active BUY transition
LMNR,REMOVED,❌ REMOVED,,BUY,"Aug 10, 2026",Staples,Farm Products,,,,Prior BUY is missing or no longer rated BUY
LMT,LEADER,🚀 LEADER,BUY,BUY,"Jul 27, 2026",Industrials,Aerospace & Defense,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LNC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Financials,Insurance - Life,UPTREND,MOVING DOWN,,No active BUY transition
LNG,LEADER,🚀 LEADER,BUY,BUY,"Aug 13, 2026",Energy,Oil & Gas Midstream,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LNN,LEADER,🚀 LEADER,BUY,BUY,"Aug 12, 2026",Industrials,Farm & Heavy Construction Machinery,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LNT,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 15, 2026",Utilities,Utilities - Regulated Electric,DOWNTREND,MOVING DOWN,,No active BUY transition
LNTH,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Health Care,Drug Manufacturers - Specialty & Generic,DOWNTREND,MOVING UP,,No active BUY transition
LOAR,UNCHANGED,UNCHANGED,,,,Industrials,Aerospace & Defense,UPTREND,,,No active BUY transition
LOB,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Financials,Banks - Regional,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LOCO,UNCHANGED,UNCHANGED,,SELL,"Aug 10, 2026",Discretionary,Restaurants,,,,Previously inactive symbol is absent
LOGI,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Technology,Computer Hardware,NEUTRAL,MOVING UP,,Prior BUY is missing or no longer rated BUY
LOPE,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Staples,Education & Training Services,DOWNTREND,MOVING DOWN,,No active BUY transition
LOVE,UNCHANGED,UNCHANGED,,SELL,"Aug 14, 2026",Discretionary,Furnishings Fixtures & Appliances,,,,Previously inactive symbol is absent
LOW,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Discretionary,Home Improvement Retail,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LPAA,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
LPBB,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
LPG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 06, 2026",Energy,Oil & Gas Midstream,UPTREND,MOVING DOWN,,No active BUY transition
LPLA,LEADER,🚀 LEADER,BUY,BUY,"Jul 07, 2026",Financials,Capital Markets,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LPTH,REMOVED,❌ REMOVED,,BUY,"Aug 11, 2026",Technology,Electronic Components,,,,Prior BUY is missing or no longer rated BUY
LPX,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Industrials,Building Products & Equipment,NEUTRAL,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
LQDA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Health Care,Drug Manufacturers - Specialty & Generic,DOWNTREND,MOVING DOWN,,No active BUY transition
LQDT,LEADER,🚀 LEADER,BUY,BUY,"Aug 07, 2026",Discretionary,Internet Retail,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LRCX,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 17, 2026",Technology,Semiconductor Equipment & Materials,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
LRN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Staples,Education & Training Services,DOWNTREND,MOVING UP,,No active BUY transition
LSBK,UNCHANGED,UNCHANGED,,,,Financials,Banks - Regional,,,,Previously inactive symbol is absent
LSPD,REMOVED,❌ REMOVED,,BUY,"Aug 14, 2026",Technology,Software - Application,,,,Prior BUY is missing or no longer rated BUY
LTC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Real Estate,REIT - Healthcare Facilities,NEUTRAL,MOVING DOWN,,No active BUY transition
LTH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 05, 2026",Discretionary,Leisure,UPTREND,MOVING UP,,No active BUY transition
LULU,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Discretionary,Apparel Retail,NEUTRAL,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
LUNR,REMOVED,❌ REMOVED,,BUY,"Aug 14, 2026",Industrials,Aerospace & Defense,,,,Prior BUY is missing or no longer rated BUY
LUV,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Industrials,Airlines,DOWNTREND,MOVING DOWN,,No active BUY transition
LVLU,REMOVED,❌ REMOVED,,BUY,"Aug 12, 2026",Discretionary,Apparel Retail,,,,Prior BUY is missing or no longer rated BUY
LVS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Discretionary,Resorts & Casinos,DOWNTREND,MOVING DOWN,,No active BUY transition
LW,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Staples,Packaged Foods,UPTREND,MOVING DOWN,,No active BUY transition
LWAC,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
LWAY,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 23, 2026",Staples,Packaged Foods,DOWNTREND,MOVING DOWN,,No active BUY transition
LXFR,UNCHANGED,UNCHANGED,,SELL,"Jul 01, 2026",Industrials,Specialty Industrial Machinery,,,,Previously inactive symbol is absent
LXP,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Real Estate,REIT - Industrial,UPTREND,MOVING DOWN,,No active BUY transition
LYB,LEADER,🚀 LEADER,BUY,BUY,"Jul 22, 2026",Materials,Specialty Chemicals,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LYEL,UNCHANGED,UNCHANGED,,SELL,"Aug 13, 2026",Health Care,Biotechnology,,,,Previously inactive symbol is absent
LYFT,REMOVED,❌ REMOVED,,BUY,"Aug 03, 2026",Technology,Software - Application,,,,Prior BUY is missing or no longer rated BUY
LYTS,UNCHANGED,UNCHANGED,,SELL,"Jul 07, 2026",Technology,Electronic Components,,,,Previously inactive symbol is absent
LYV,LEADER,🚀 LEADER,BUY,BUY,"Aug 11, 2026",Communication,Entertainment,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
LZB,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Aug 05, 2026",Discretionary,Furnishings Fixtures & Appliances,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
M,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Discretionary,Department Stores,,,,Previously inactive symbol is absent
MA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Financials,Credit Services,UPTREND,MOVING DOWN,,No active BUY transition
MAA,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 14, 2026",Real Estate,REIT - Residential,DOWNTREND,MOVING DOWN,,No active BUY transition
MAC,UNCHANGED,UNCHANGED,,SELL,"Jul 31, 2026",Real Estate,REIT - Retail,,,,Previously inactive symbol is absent
MACI,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
MAGN,UNCHANGED,UNCHANGED,,SELL,"Aug 04, 2026",Staples,Household & Personal Products,,,,Previously inactive symbol is absent
MAIN,LEADER,🚀 LEADER,BUY,BUY,"Jul 06, 2026",Financials,Asset Management,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
MAMA,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Staples,Packaged Foods,,,,Previously inactive symbol is absent
MAN,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Industrials,Staffing & Employment Services,UPTREND,MOVING DOWN,,No active BUY transition
MANH,LEADER,🚀 LEADER,BUY,BUY,"Jul 29, 2026",Technology,Software - Application,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
MANU,UNCHANGED,UNCHANGED,,SELL,"Aug 07, 2026",Communication,Entertainment,,,,Previously inactive symbol is absent
MAR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Discretionary,Lodging,DOWNTREND,MOVING DOWN,,No active BUY transition
MAS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 13, 2026",Industrials,Building Products & Equipment,DOWNTREND,MOVING DOWN,,No active BUY transition
MASS,UNCHANGED,UNCHANGED,,,,Health Care,Medical Devices,,,,Previously inactive symbol is absent
MAT,REMOVED,❌ REMOVED,,BUY,"Jul 20, 2026",Discretionary,Leisure,,,,Prior BUY is missing or no longer rated BUY
MATV,REMOVED,❌ REMOVED,,BUY,"Jul 20, 2026",Materials,Specialty Chemicals,,,,Prior BUY is missing or no longer rated BUY
MATW,UNCHANGED,UNCHANGED,,SELL,"Aug 10, 2026",Industrials,Conglomerates,,,,Previously inactive symbol is absent
MATX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 29, 2026",Industrials,Marine Shipping,UPTREND,MOVING DOWN,,No active BUY transition
MAX,UNCHANGED,UNCHANGED,,,,Communication,Internet Content & Information,,,,Previously inactive symbol is absent
MAYS,LEADER,🚀 LEADER,BUY,BUY,"Aug 11, 2026",Real Estate,Real Estate Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
MAZE,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,DOWNTREND,,,No active BUY transition
MBBC,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Financials,Banks - Regional,,,,Previously inactive symbol is absent
MBIN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
MBUU,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Jul 17, 2026",Discretionary,Recreational Vehicles,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
MBVI,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
MBWM,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 14, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
MBX,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,UPTREND,,,No active BUY transition
MC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Financials,Capital Markets,UPTREND,MOVING UP,,No active BUY transition
MCB,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 23, 2026",Financials,Banks - Regional,NEUTRAL,MOVING DOWN,,No active BUY transition
MCBS,LEADER,🚀 LEADER,BUY,BUY,"Aug 12, 2026",Financials,Banks - Regional,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
MCD,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 07, 2026",Discretionary,Restaurants,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
MCFT,REMOVED,❌ REMOVED,,BUY,"Aug 14, 2026",Discretionary,Recreational Vehicles,,,,Prior BUY is missing or no longer rated BUY
MCGA,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
